ID,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
1140,127,Renew,0,0,2,220.2,108,54,9.42,11.7,Tidak
1141,9,Renew,1,2.73,1,214.1,108,78.3,8.46,10.1,Tidak
1142,157,Renew,0,0,1,196,74,52,10.67,7.9,Tidak
1143,105,Renew,0,0,6,106.4,71,39,12.01,5.3,Ya
1144,105,Renew,1,2.7,0,179.4,113,81,13.77,10,Tidak
1145,155,Renew,0,0.39,2,216.7,30,53.9,7.22,10.8,Tidak
1146,31,Renew,0,0,0,177.3,129,44,7.64,5.1,Tidak
1147,161,Renew,0,0,1,151.6,117,45,10.97,4,Tidak
1148,95,Renew,1,2.86,0,262.2,123,87.6,8.26,10.6,Tidak
1149,122,Renew,0,0,3,173.6,110,38,4.59,9.7,Tidak
1150,37,NotRenew,0,0,2,106.6,76,31,7.37,9.6,Tidak
1151,132,Renew,0,0,5,193.3,106,44,6.42,11.6,Ya
1152,119,Renew,1,3.05,0,217.2,94,79.5,6.94,11.3,Tidak
1153,16,Renew,0,0,1,209.5,89,51,8.64,8.8,Tidak
1154,99,Renew,0,0,1,95.4,105,34,10.36,5.6,Tidak
1155,76,Renew,1,2.19,1,214.6,110,75.9,10.26,8.1,Tidak
1156,167,Renew,0,0,4,131.6,120,41,10.57,11.1,Ya
1157,129,Renew,0,0,1,168.4,117,48,10.86,11.8,Tidak
1158,116,Renew,0,0.2,1,146.4,123,42,8.83,7.8,Tidak
1159,60,NotRenew,0,0,1,183,110,49,10.34,11.1,Tidak
1160,128,Renew,0,0,0,103.3,122,39,12.3,6.4,Tidak
1161,47,Renew,1,2.86,0,112.2,70,61.6,7.74,10.6,Tidak
1162,40,NotRenew,0,0,3,170.7,55,45,8.96,8.2,Tidak
1163,173,Renew,0,0,0,172.5,78,42,7.13,10.9,Tidak
1164,157,Renew,1,1.92,1,194.3,107,73.2,12.16,7.1,Tidak
1165,66,Renew,1,3.24,2,187.8,117,75.4,6.49,12,Tidak
1166,50,NotRenew,1,2.16,0,307.1,94,98.6,14.47,8,Tidak
1167,72,Renew,0,0.42,3,118.2,106,39.2,8.36,12.2,Tidak
1168,130,Renew,0,0,1,154,95,44,10.3,12.9,Tidak
1169,143,Renew,0,0.2,1,155.5,101,47,10.67,7.6,Tidak
1170,89,NotRenew,0,0,1,125.6,108,40,10.65,5.4,Tidak
1171,108,Renew,0,0,0,199.3,104,53,11.21,15.2,Tidak
1172,32,Renew,0,0,1,157.9,88,43,9.04,12.8,Tidak
1173,166,Renew,0,0,2,203.4,81,49,8.39,9.2,Tidak
1174,109,Renew,0,0,1,222.2,113,57,10.93,10.9,Tidak
1175,72,Renew,1,1.57,1,92.8,98,54.7,13.56,5.8,Tidak
1176,134,Renew,1,2.32,0,216.8,78,69.2,5.11,8.6,Tidak
1177,13,Renew,0,0,4,193.2,89,50,9.72,9.7,Tidak
1178,90,Renew,0,0,3,113.2,108,36,9.47,14.1,Tidak
1179,111,Renew,1,3.02,3,166.2,54,79.2,11.94,11.2,Tidak
1180,101,Renew,1,1.97,1,262.2,101,77.7,7.85,7.3,Tidak
1181,72,Renew,0,0,0,207.8,92,52,9.79,13.1,Tidak
1182,67,Renew,1,2.03,1,245.4,89,75.3,7.41,7.5,Tidak
1183,172,Renew,0,0,3,287.1,108,64,8.92,14.4,Ya
1184,154,Renew,1,2.43,2,192.3,82,71.3,8.27,9,Tidak
1185,69,Renew,0,0.29,2,194.2,122,56.9,12.11,9.7,Tidak
1186,123,Renew,0,0.15,3,211,92,56.5,10.85,9.8,Tidak
1187,130,Renew,1,2.35,0,141.9,92,67.5,11.45,8.7,Tidak
1188,142,Renew,1,1.59,2,220.5,94,73.9,11.98,5.9,Tidak
1189,29,Renew,0,0,1,157.4,122,40,7.25,9.3,Tidak
1190,87,Renew,1,3.02,0,143.5,106,74.2,11.18,11.2,Tidak
1191,149,Renew,0,0,0,156,56,32,2.8,8.9,Tidak
1192,146,NotRenew,0,0,2,160.1,63,45,10.42,9.2,Tidak
1193,88,NotRenew,0,0,4,235.1,98,62,12.59,7.2,Ya
1194,119,NotRenew,1,2.35,5,160,95,69.5,10.48,8.7,Ya
1195,48,Renew,0,0,1,188.4,63,47,8.3,13.2,Tidak
1196,135,Renew,0,0,1,194.8,97,54,11.77,11,Tidak
1197,100,Renew,0,0,1,247.8,117,54,6.5,6.9,Tidak
1198,98,Renew,0,0,4,221.2,80,56,10.68,11.9,Tidak
1199,75,Renew,1,3.62,2,118.5,86,75.2,10.7,13.4,Tidak
1200,180,Renew,1,2.05,1,231.8,78,80.5,11.65,7.6,Tidak
1201,100,Renew,1,3.13,1,215.9,90,90.3,12.9,11.6,Tidak
1202,119,Renew,1,2.16,2,217.1,92,77.6,11.04,8,Tidak
1203,86,Renew,0,0,0,83.5,96,33,11.06,12.6,Tidak
1204,155,Renew,1,1.38,1,183.3,106,62.8,10.26,5.1,Tidak
1205,78,NotRenew,0,0,1,236.8,141,63,13.27,9.5,Ya
1206,153,Renew,0,0,1,193.8,90,50,9.77,8.5,Tidak
1207,92,Renew,1,2.62,0,134,112,67.2,10.3,9.7,Tidak
1208,13,Renew,1,3.05,2,176.6,65,75.5,8.64,11.3,Tidak
1209,154,Renew,0,0,3,191.4,93,50,10.27,10.2,Tidak
1210,144,NotRenew,1,3.46,0,174.8,127,83.6,10.98,12.8,Tidak
1211,48,Renew,0,0.2,1,275.2,67,65,9.01,7.9,Tidak
1212,94,Renew,0,0,1,174,85,51,12.06,7.9,Tidak
1213,139,Renew,0,0,1,165,132,50,12.49,12.6,Tidak
1214,126,Renew,0,0,1,228.7,102,54,8.44,11.8,Tidak
1215,122,Renew,0,0.29,2,107.9,88,41.9,11.79,9.5,Tidak
1216,139,Renew,0,0,1,221.3,140,52,7.89,11.3,Tidak
1217,95,Renew,0,0,3,141.1,84,42,10.57,5.9,Tidak
1218,80,Renew,1,2.89,4,166.4,92,77.9,11.92,10.7,Tidak
1219,131,Renew,1,2.05,3,249.6,87,82.5,11.36,7.6,Tidak
1220,36,Renew,0,0,1,178.6,83,49,10.66,10.9,Tidak
1221,180,Renew,0,0,2,139,96,43,11.25,15.7,Tidak
1222,25,Renew,0,0,2,134.3,98,41,10.12,12.6,Tidak
1223,113,Renew,0,0,3,215.9,93,58,12.01,4.9,Tidak
1224,88,Renew,1,3.08,1,181.6,91,79.8,10.66,11.4,Tidak
1225,120,Renew,0,0,1,178.4,97,45,8.42,9.3,Tidak
1226,74,Renew,0,0,1,106.4,84,31,7.01,11.4,Tidak
1227,109,Renew,0,0,2,170.7,101,50,12.01,11.4,Tidak
1228,162,Renew,1,3.32,0,184.5,139,80.2,9.16,12.3,Tidak
1229,124,Renew,1,2.4,1,161.2,109,69,10.21,8.9,Tidak
1230,177,Renew,0,0.27,2,84.9,77,39.7,12.88,7.5,Tidak
1231,91,Renew,0,0,1,217.9,71,57,11.51,10.6,Tidak
1232,105,Renew,0,0,0,270.9,98,66,11.31,8.8,Ya
1233,24,Renew,0,0.23,0,243,91,59.3,9.2,15.3,Ya
1234,48,Renew,0,0,0,128.2,71,26,2.41,8.9,Tidak
1235,86,Renew,0,0,2,126.3,115,36,8.44,9.8,Tidak
1236,163,Renew,0,0.35,4,178.7,56,52.5,10.79,10.6,Tidak
1237,91,Renew,0,0.3,0,159,109,52,12.76,10.1,Tidak
1238,56,Renew,0,0,3,150.9,79,40,8.09,11.7,Tidak
1239,147,NotRenew,1,2.19,3,219.9,118,77.9,10.43,8.1,Tidak
1240,64,Renew,0,0.43,2,168,116,49.3,9.62,10.1,Tidak
1241,108,Renew,1,2.59,4,162.1,83,68.9,8.59,9.6,Ya
1242,159,Renew,0,0.29,5,198.8,107,53.9,9.78,16.5,Tidak
1243,136,NotRenew,0,0,3,256.8,90,64,11.51,9.1,Tidak
1244,116,Renew,1,2.97,1,182.8,122,79.7,10.64,11,Tidak
1245,45,Renew,1,2.08,1,196.8,92,76.8,12.71,7.7,Tidak
1246,122,Renew,0,0.23,2,140.1,120,46.3,11.57,11.2,Tidak
1247,138,Renew,0,0,5,194.3,83,50,9.5,9,Tidak
1248,132,Renew,0,0,1,117.6,66,39,10.7,8.8,Tidak
1249,101,NotRenew,0,0.38,0,193.7,108,52.8,9.33,11.6,Tidak
1250,58,Renew,0,0.29,2,243.1,105,63.9,11.57,7.8,Tidak
1251,81,Renew,0,0,1,145.4,132,36,6.47,5.2,Tidak
1252,87,Renew,0,0,3,169.1,105,44,8.5,9.9,Tidak
1253,116,Renew,0,0,2,229.3,93,55,9.23,8.8,Tidak
1254,85,NotRenew,0,0.38,4,197.2,97,55.8,10.59,8.3,Tidak
1255,62,Renew,1,3,2,186.4,84,79,10.05,11.1,Ya
1256,90,Renew,0,0,0,76.1,121,38,14.52,10.8,Tidak
1257,98,Renew,0,0,2,162.8,65,44,9.25,6,Tidak
1258,73,Renew,0,0,1,182.3,115,48,9.96,18,Tidak
1259,107,NotRenew,0,0,2,194.4,83,55,12.39,11.2,Tidak
1260,55,Renew,1,3.38,2,189.3,95,76.8,5.93,12.5,Tidak
1261,76,Renew,1,2.57,3,160.1,107,67.7,8.44,9.5,Tidak
1262,30,Renew,0,0,3,145,76,46,12.04,7.1,Tidak
1263,157,Renew,0,0,4,220.7,105,48,5.97,11.5,Tidak
1264,40,Renew,1,2.03,1,224.7,69,70.3,6.73,7.5,Ya
1265,72,Renew,0,0.28,1,147,79,41.8,8.12,10.5,Tidak
1266,95,Renew,1,2.73,1,260.8,130,90.3,10.67,10.1,Tidak
1267,42,Renew,0,0,0,155.4,127,41,8.21,9,Tidak
1268,86,Renew,0,0.34,1,166.2,112,53.4,12.77,5.4,Tidak
1269,131,Renew,0,0.33,0,211.8,115,62.3,13.03,10.8,Tidak
1270,55,Renew,1,2.97,4,130.5,114,69.7,10.42,11,Ya
1271,74,Renew,0,0,0,162.7,102,53,14.6,8.7,Tidak
1272,81,NotRenew,1,2.13,1,237.1,76,84.3,13.21,7.9,Tidak
1273,81,Renew,0,0,4,166.2,102,47,10.88,13.2,Tidak
1274,28,Renew,0,0,6,121.7,48,32,6.29,8.3,Ya
1275,111,Renew,0,0,0,176.4,62,48,10.05,11.2,Tidak
1276,3,Renew,1,3.08,2,67.4,116,63.8,12.2,11.4,Tidak
1277,51,Renew,0,0,1,229.7,129,68,16.8,9.6,Ya
1278,68,Renew,1,3.97,1,176,118,93.7,13.9,14.7,Tidak
1279,163,Renew,0,0.35,0,247.7,77,69.5,13.48,9.6,Ya
1280,87,Renew,0,0.36,2,115.4,90,45.6,13.13,13.1,Tidak
1281,58,Renew,0,0,0,112.2,95,37,10.48,13.9,Ya
1282,109,Renew,0,0.27,0,162.6,138,43.7,7.7,11.5,Tidak
1283,111,Renew,0,0,4,229.4,107,58,10.71,10.4,Tidak
1284,144,Renew,0,0,2,139.6,96,35,6.21,15,Tidak
1285,135,Renew,0,0,5,263.8,66,67,12.57,8.4,Ya
1286,109,Renew,1,2.43,4,217.5,123,81.3,11.69,9,Tidak
1287,107,Renew,1,2.03,1,114.3,132,57.3,9.99,7.5,Tidak
1288,149,Renew,0,0,2,196.3,108,45,6.84,7.7,Tidak
1289,56,Renew,0,0.3,1,253.2,95,63,9.4,4.4,Tidak
1290,129,Renew,0,0.37,0,98,99,41.7,12.04,10.5,Tidak
1291,92,Renew,0,0,0,249.4,118,61,10.58,9.1,Tidak
1292,67,Renew,1,3.92,1,129.6,107,81.2,11.65,14.5,Tidak
1293,120,Renew,0,0,0,221.3,106,61,13.38,9.3,Tidak
1294,166,Renew,0,0.39,1,220.7,106,56.9,8.89,12.4,Tidak
1295,66,Renew,0,0.24,1,87.6,76,40.4,13.1,9.2,Tidak
1296,76,Renew,0,0,0,203.6,61,49,8.09,8.4,Tidak
1297,79,Renew,0,0,2,213.6,110,57,11.75,8.8,Tidak
1298,98,Renew,1,3.48,2,181.6,112,84.8,11.04,12.9,Tidak
1299,141,Renew,1,2.11,1,215.4,123,86.1,16.44,7.8,Tidak
1300,49,Renew,0,0,2,266.3,90,63,10.39,14,Ya
1301,46,Renew,0,0.21,3,199.2,111,51.1,8.76,10.2,Tidak
1302,137,Renew,0,0.13,3,115,130,33.3,6.89,7.3,Tidak
1303,171,Renew,0,0,1,270.5,69,66,11.5,9.6,Ya
1304,10,Renew,0,0.42,1,222.2,127,55.2,7.66,12.9,Tidak
1305,88,Renew,0,0,3,61.9,78,33,13.13,8.8,Tidak
1306,89,Renew,0,0,2,141.1,92,46,12.46,10.8,Tidak
1307,82,Renew,0,0,3,189.2,81,48,9.22,10.6,Ya
1308,139,Renew,0,0,3,196,135,50,9.3,9.8,Tidak
1309,87,Renew,0,0,0,171.6,119,47,10.25,13.8,Tidak
1310,137,NotRenew,0,0.34,2,174,123,47.4,8.07,11.4,Tidak
1311,45,Renew,0,0,1,78.6,106,30,9.37,7.4,Ya
1312,90,Renew,0,0,1,200.9,92,49,8.22,8.9,Tidak
1313,103,Renew,0,0,1,141.3,123,46,12.68,6.4,Tidak
1314,100,Renew,0,0.21,2,235.8,130,58.1,8.8,7.3,Tidak
1315,110,Renew,0,0,3,185.1,100,46,8.26,6.3,Tidak
1316,124,Renew,0,0,2,254.3,113,50,3.95,11.8,Tidak
1317,10,Renew,0,0,2,183,103,50,10.74,8.7,Tidak
1318,89,Renew,1,2.03,2,163.5,80,72.3,13.74,7.5,Tidak
1319,121,Renew,0,0.32,2,207.9,98,57.2,10.53,7.7,Tidak
1320,101,Renew,0,0,3,248.6,102,58,8.75,6.1,Tidak
1321,103,Renew,1,3.92,2,185.4,105,88.2,9.88,14.5,Tidak
1322,51,Renew,0,0,1,197.8,60,53,11.05,8.9,Tidak
1323,2,NotRenew,0,0.27,2,132.1,42,37.7,6.95,9.1,Ya
1324,111,Renew,0,0,0,197.1,117,53,11.39,9.3,Tidak
1325,118,Renew,0,0,2,154.6,112,42,9.21,12.6,Tidak
1326,17,Renew,1,2.7,6,153.1,115,69,9.3,10,Ya
1327,130,Renew,0,0,2,211.2,119,56,11.56,6.3,Tidak
1328,193,Renew,0,0.29,2,96.8,92,31.9,7.13,10.9,Ya
1329,114,Renew,0,0.4,1,172,145,57,13.82,10.1,Tidak
1330,137,Renew,0,0.29,2,141.1,91,39.9,7.36,8,Tidak
1331,185,Renew,1,3.73,2,151.1,121,84.3,12.24,13.8,Tidak
1332,101,Renew,0,0,3,209.6,107,56,11.44,7.6,Tidak
1333,95,Renew,1,2.84,3,247,109,81.4,6.28,10.5,Tidak
1334,7,Renew,1,2.92,1,221.4,114,81.2,8.29,10.8,Tidak
1335,126,Renew,0,0,1,321.3,99,69,8.4,8,Ya
1336,71,Renew,0,0,0,243.7,124,47,3,11.3,Tidak
1337,124,Renew,0,0,3,251.5,85,61,10.71,11.1,Tidak
1338,97,NotRenew,0,0.38,0,236.9,107,57.8,7.88,7.3,Ya
1339,28,Renew,0,0,2,159.7,79,46,10.84,9.3,Tidak
1340,90,NotRenew,0,0,4,148.2,96,44,11.02,9.2,Ya
1341,190,Renew,0,0,1,150.9,86,49,13.43,14.7,Tidak
1342,31,Renew,1,3.11,1,210.5,101,89.1,12.53,11.5,Tidak
1343,52,Renew,1,1.11,2,170.9,71,58.1,10.07,4.1,Tidak
1344,73,Renew,0,0,0,254.7,80,51,4.51,10.6,Tidak
1345,111,Renew,0,0,0,284.4,89,62,7.85,8.4,Ya
1346,98,Renew,0,0,4,0,0,14,7.98,6.8,Ya
1347,106,NotRenew,0,0,1,133.7,45,39,9.39,10.7,Ya
1348,111,Renew,0,0,0,224.9,117,55,9.6,10.3,Tidak
1349,59,Renew,0,0.26,1,151.8,98,46.6,10.5,11.9,Tidak
1350,71,Renew,1,1.51,2,141.4,107,53.1,8.15,5.6,Tidak
1351,55,Renew,0,0.4,0,285.7,124,73,11.55,14.8,Ya
1352,13,Renew,0,0,1,58.4,121,33,13.11,11.9,Tidak
1353,136,Renew,1,3.54,0,90.4,105,68.4,10.07,13.1,Tidak
1354,123,Renew,0,0.24,0,114.4,91,40.4,10.83,11,Tidak
1355,105,Renew,0,0.26,2,147.7,103,47.6,11.14,12.8,Tidak
1356,50,Renew,1,3.67,3,302.7,93,108.7,12.03,13.6,Tidak
1357,118,Renew,0,0,1,136.1,120,41,10.21,11.3,Tidak
1358,97,Renew,0,0,3,169.7,84,43,8.3,12.8,Tidak
1359,51,Renew,0,0,0,227.2,89,56,9.72,14.9,Tidak
1360,73,Renew,0,0,1,217.8,91,56,11.03,10.3,Ya
1361,35,Renew,0,0.32,2,124.2,102,35.2,6.2,13.1,Tidak
1362,64,Renew,0,0,1,206.2,76,55,11.62,13.6,Tidak
1363,63,Renew,0,0,3,132.9,122,29,3.35,9.9,Tidak
1364,117,Renew,1,2.08,3,104.9,115,59.8,11.88,7.7,Tidak
1365,115,Renew,0,0,1,245,97,63,12.54,13.7,Ya
1366,162,Renew,0,0,1,184.5,118,51,11.2,11.6,Tidak
1367,89,Renew,0,0,3,89.5,66,31,8.97,12.3,Tidak
1368,94,NotRenew,0,0.28,1,235.6,131,59.8,9.74,8.6,Tidak
1369,129,Renew,0,0,4,186,127,54,13.12,11.5,Tidak
1370,86,Renew,0,0,1,223.9,75,52,7.79,7.3,Tidak
1371,96,Renew,0,0,1,179.5,125,45,8.12,6.6,Tidak
1372,190,Renew,0,0,1,169.4,102,51,12.68,8.9,Tidak
1373,80,Renew,0,0,1,118.1,90,33,7.22,8.2,Tidak
1374,108,Renew,0,0,4,112,105,36,9.69,4.1,Ya
1375,97,Renew,1,2.3,0,168.4,129,71,11.3,8.5,Tidak
1376,84,Renew,1,3.05,0,214.3,112,83.5,9.41,11.3,Tidak
1377,65,Renew,0,0,4,245.7,139,63,12.1,4.2,Ya
1378,131,Renew,1,3.62,1,156.6,134,69.2,3.55,13.4,Tidak
1379,58,NotRenew,1,2.4,1,142.8,96,72,13.62,8.9,Tidak
1380,36,Renew,0,0.29,3,202.4,115,57.9,11.54,10.2,Tidak
1381,54,Renew,0,0,1,116.8,119,31,6.16,12,Tidak
1382,45,Renew,0,0.37,1,155.7,110,52.7,13.02,11,Tidak
1383,125,Renew,1,2.46,2,236.1,107,89.6,14.46,9.1,Tidak
1384,72,Renew,1,2.21,2,138.1,113,68.1,13.01,8.2,Tidak
1385,141,Renew,0,0.26,3,51.9,108,25.6,8.1,10.1,Tidak
1386,113,Renew,0,0,0,81.3,116,33,11.03,8.9,Tidak
1387,20,Renew,1,1.92,0,171.5,98,62.2,7.66,7.1,Tidak
1388,212,Renew,0,0,1,126,96,34,7.22,7.6,Tidak
1389,99,NotRenew,0,0,4,197.2,127,47,7.8,9.9,Tidak
1390,94,Renew,0,0,1,194.1,62,53,11.36,15.3,Tidak
1391,40,Renew,0,0,1,115.7,105,31,6.39,9.3,Tidak
1392,86,Renew,1,2.27,3,157.2,118,66.7,9.82,8.4,Tidak
1393,101,Renew,0,0,3,269.7,85,64,10.38,4.5,Ya
1394,170,Renew,0,0.21,0,246.4,107,64.1,11.41,9.1,Tidak
1395,105,Renew,0,0,1,227.4,121,62,13.43,13,Tidak
1396,103,Renew,0,0.33,0,189.8,110,46.3,5.78,12.2,Tidak
1397,140,NotRenew,1,3.11,4,188.9,124,77.1,8.05,11.5,Tidak
1398,101,Renew,0,0.3,1,0,0,20,9.61,7.2,Tidak
1399,98,Renew,1,2.97,1,110.5,87,68.7,11.39,11,Tidak
1400,104,Renew,0,0.33,4,167.6,116,51.3,10.96,11.7,Tidak
1401,115,Renew,0,0,3,132,90,40,9.88,0,Tidak
1402,112,Renew,0,0,0,167.8,88,50,12.4,11.9,Tidak
1403,70,Renew,0,0,1,213.4,86,54,10.24,5.7,Tidak
1404,126,Renew,0,0,0,175.4,120,39,4.92,10.6,Tidak
1405,87,Renew,1,2.57,3,82.6,113,59.7,11.22,9.5,Tidak
1406,125,Renew,0,0,4,143.2,80,32,4.41,8.8,Ya
1407,86,Renew,0,0,1,125.5,139,45,13.49,8.9,Tidak
1408,73,Renew,1,3.19,6,82.3,105,67.9,12.81,11.8,Ya
1409,232,Renew,0,0.14,1,165.6,104,46.4,9.8,11.8,Tidak
1410,1,Renew,1,2.27,0,183.1,95,73.7,11.63,8.4,Tidak
1411,133,Renew,0,0,1,162.1,91,46,10.61,12.2,Tidak
1412,103,Renew,0,0,1,166.6,84,45,9.62,7.7,Tidak
1413,131,Renew,1,2.54,1,135.9,60,68.4,11.66,9.4,Tidak
1414,95,Renew,1,2.65,0,165.7,78,73.5,10.78,9.8,Tidak
1415,182,Renew,0,0.35,1,176.1,90,48.5,8.75,9.7,Tidak
1416,99,Renew,0,0,0,142.3,89,42,10.23,9.1,Tidak
1417,27,Renew,0,0,3,177.6,121,56,14.84,7.6,Tidak
1418,141,Renew,0,0.32,1,83.2,74,34.2,9.53,10.7,Tidak
1419,29,NotRenew,1,1.54,2,235,101,71.4,9.17,5.7,Tidak
1420,65,Renew,0,0,2,105.7,95,31,7.09,6.6,Tidak
1421,81,NotRenew,0,0,3,149.4,68,41,8.6,17.9,Ya
1422,37,Renew,1,2.81,0,264.7,81,92.1,10.83,10.4,Tidak
1423,107,Renew,1,1.51,1,160.3,45,62.1,11.08,5.6,Tidak
1424,127,NotRenew,1,2.81,1,95.9,117,58.1,7.98,10.4,Tidak
1425,78,Renew,0,0.34,0,140.7,77,44.4,9.76,11.7,Tidak
1426,55,Renew,0,0,2,119.7,148,41,11.59,4.6,Tidak
1427,86,Renew,1,2.65,2,99.9,84,66.5,13.18,9.8,Tidak
1428,176,Renew,0,0,2,250.9,108,58,8.57,9.6,Tidak
1429,96,NotRenew,0,0,2,200.6,117,59,14.48,11.2,Tidak
1430,11,Renew,1,1.89,1,209.8,130,71.9,9.83,7,Tidak
1431,48,Renew,1,2.05,1,198,70,77.5,13.69,7.6,Tidak
1432,127,Renew,0,0,1,239.8,107,52,6.45,11.3,Tidak
1433,63,Renew,0,0.27,0,164.5,75,43.7,7.4,11.2,Tidak
1434,79,Renew,0,0,1,220.9,107,54,9.61,12.2,Tidak
1435,47,Renew,1,3.56,2,112.8,150,75.6,12.2,13.2,Tidak
1436,89,NotRenew,1,3,0,112.6,114,72,13.09,11.1,Ya
1437,83,Renew,1,2.92,1,226.4,117,88.2,11.74,10.8,Tidak
1438,126,NotRenew,1,2.62,4,244.9,118,87.2,10.98,9.7,Tidak
1439,60,Renew,0,0.27,2,203.2,99,57.7,11.79,15.1,Tidak
1440,122,Renew,0,0,0,136.7,115,44,12.16,8.6,Tidak
1441,136,Renew,0,0,1,152.6,97,44,10.45,5,Tidak
1442,172,Renew,1,2.38,1,274.9,102,86.8,9.33,8.8,Tidak
1443,102,Renew,0,0,1,195.7,116,52,10.46,8.3,Ya
1444,113,NotRenew,0,0.31,1,204.3,82,54.1,9.44,9.2,Tidak
1445,79,Renew,0,0,3,222.3,99,51,7.31,8.9,Tidak
1446,55,Renew,1,2.62,1,222.5,104,79.2,8.58,9.7,Tidak
1447,111,Renew,1,2.78,2,128.8,104,63.8,7.87,10.3,Tidak
1448,160,Renew,0,0.31,0,174.3,105,48.1,8.57,8.3,Tidak
1449,110,Renew,0,0,4,242.5,110,56,8.12,7.8,Tidak
1450,192,Renew,0,0,4,221.6,101,62,14.26,12.7,Tidak
1451,93,Renew,0,0,0,114.3,100,39,11.06,10.9,Tidak
1452,101,Renew,1,2.57,2,219.7,137,79.7,9.34,9.5,Tidak
1453,77,Renew,0,0,2,144.9,136,38,7.57,12.3,Tidak
1454,105,Renew,1,2.19,2,236.5,111,72.9,5.85,8.1,Tidak
1455,133,Renew,1,3.81,2,174,80,86.1,10.47,14.1,Ya
1456,131,Renew,0,0,1,109.5,95,47,16.61,6.6,Tidak
1457,106,Renew,1,2.67,1,81.6,120,60.7,11.78,9.9,Tidak
1458,118,Renew,0,0,1,133.4,113,33,6.05,5.9,Tidak
1459,125,Renew,0,0,1,137.1,94,42,10.49,8.6,Tidak
1460,95,Renew,0,0,0,197,88,50,9.52,16.1,Tidak
1461,80,Renew,0,0,3,198.1,160,47,7.84,9.3,Tidak
1462,145,Renew,0,0.32,0,39.5,78,33.2,13.22,10,Tidak
1463,37,Renew,0,0,2,199.5,107,52,10.38,8.1,Tidak
1464,87,Renew,0,0,1,156.8,93,45,10.79,7.6,Tidak
1465,69,Renew,0,0,3,183.4,85,52,11.88,9,Tidak
1466,83,Renew,0,0,1,132.4,120,33,6.08,8.6,Tidak
1467,195,Renew,0,0,0,63.2,108,30,11.01,5.1,Tidak
1468,67,NotRenew,1,4.56,0,181.1,59,95.6,10.8,16.9,Ya
1469,75,Renew,1,1.13,3,117.5,102,49.3,10.34,4.2,Tidak
1470,123,Renew,1,4.05,0,218.7,79,92.5,8.17,15,Tidak
1471,41,Renew,1,1.59,1,207.3,95,62.9,6.87,5.9,Tidak
1472,75,Renew,0,0,0,150.6,99,52,15.08,8.1,Tidak
1473,76,NotRenew,0,0.3,1,273.3,66,72,13.18,12,Ya
1474,86,NotRenew,0,0,1,266.1,120,61,9.1,10.3,Tidak
1475,140,Renew,0,0.38,0,112.8,89,36.8,7.84,16.3,Tidak
1476,70,Renew,0,0,3,104.7,112,25,4.11,15.8,Tidak
1477,121,Renew,1,1.59,0,193.8,62,65.9,9.88,5.9,Tidak
1478,112,Renew,0,0,1,168.6,102,54,14.9,9.8,Tidak
1479,118,Renew,0,0,2,253.2,122,61,10.05,9.7,Tidak
1480,66,Renew,1,2.4,1,174.7,92,74,11.61,8.9,Tidak
1481,78,Renew,0,0.35,0,87,102,35.5,9.68,11,Tidak
1482,129,Renew,1,4,2,204.5,79,87,6.64,14.8,Tidak
1483,6,Renew,0,0,3,226.5,93,52,7.61,9.4,Tidak
1484,107,NotRenew,0,0.29,1,234.1,91,56.9,8.16,10,Tidak
1485,107,NotRenew,0,0,3,133.3,106,39,9.15,12.9,Ya
1486,138,Renew,0,0.27,1,133.9,87,39.7,8.32,15.4,Tidak
1487,103,Renew,0,0,0,160.2,104,40,6.95,9.7,Tidak
1488,116,Renew,1,3,0,230.6,94,89,11.21,11.1,Tidak
1489,189,Renew,0,0,2,227.4,84,54,8.8,6.3,Tidak
1490,161,Renew,0,0,2,72.8,120,36,13.36,11.8,Tidak
1491,1,Renew,0,0.25,1,196.1,107,61.5,14.83,7,Tidak
1492,89,Renew,0,0,1,197.1,110,48,8.3,12.8,Tidak
1493,64,Renew,0,0,1,219.6,126,64,15.17,9.7,Tidak
1494,126,Renew,1,3.46,4,153.4,90,73.6,7.57,12.8,Ya
1495,129,Renew,0,0,2,216,85,53,9.35,4.9,Tidak
1496,128,Renew,1,2.92,0,222.9,136,90.2,13.1,10.8,Tidak
1497,81,Renew,1,3.16,3,115.9,120,71.6,11.83,11.7,Tidak
1498,114,Renew,0,0,1,189.8,101,45,7.39,10.6,Tidak
1499,50,Renew,0,0,0,154.7,102,52,14.9,11.1,Tidak
1500,86,Renew,0,0,3,136.4,104,41,10.13,11.5,Tidak
1501,96,Renew,0,0,1,170.5,86,53,13.88,12.2,Tidak
1502,72,Renew,0,0.27,0,272.4,88,58.7,5.4,12.7,Tidak
1503,64,Renew,1,1.59,8,210,116,71.9,11.64,5.9,Tidak
1504,57,NotRenew,1,3.29,2,236.5,94,87.9,8.16,12.2,Tidak
1505,65,Renew,0,0,2,153.9,117,45,11.01,8.5,Tidak
1506,163,Renew,0,0,1,223,120,58,11.35,8.8,Tidak
1507,136,Renew,0,0.36,2,252.4,74,61.6,8.4,10.7,Tidak
1508,116,Renew,0,0,1,197.9,84,48,8.41,12,Tidak
1509,93,Renew,0,0.17,3,152.4,74,51.7,13.73,6.6,Tidak
1510,142,Renew,1,2.48,3,237.4,105,80.8,8.8,9.2,Tidak
